film_id,title,original_title,year,duration,genres,countries,director,actors_top_3,age_rating,rating_kp,rating_count,description,budget
1320967,Спиритический сеанс,Seance,2020,92.0,ужасы,США,,,18+,5.673,20849,"Заигравшись в магию, ученицы частной школы потревожили призраков. Молодежный хоррор  с неожиданной развязкой",
1320930,Экзорцизм,The Exorcism,2024,95.0,ужасы,США,,,18+,4.461,4505,"После смерти актёра, который должен был играть экзорциста в фильме ужасов, эту роль получает Энтони Миллер. Некоторое время назад у него умерла жена, после чего мужчина много пил, но теперь завязал и пытается вернуться в профессию. Съёмки даются Тони тяжело, а его дочь Ли, подрабатывающая его личным ассистентом, не может понять — то ли отец сорвался и снова прикладывается к бутылке, то ли с ним творится нечто более зловещее.",
1320925,Клуб «Кастет»,Knuckledust,2020,105.0,"боевик, триллер","Великобритания, Франция",,,18+,6.416,6122,Полиция расследует массовую бойню в элитном бойцовском клубе. Мрачный экшен с неожиданными поворотами сюжета,
1320856,Похищенный,Infidel,2019,108.0,"боевик, триллер",США,,,18+,6.692,9409,"Жена христианского блогера пытается спасти мужа из иранского плена. Триллер, вдохновленный реальными событиями",
1320812,На счёт три,On the Count of Three,2021,86.0,"драма, комедия, криминал",США,,,,6.561,1039,"Друзья детства, Вэл и Кевин, решили свести счеты с жизнью. Кевин даже пытался сделать это прежде, но не рассчитал дозу таблеток. И вот однажды они встанут друг напротив друга, прицелятся друг другу промеж глаз, скажут «Люблю тебя, ты лучший» — и выстрелят. И всё равно останутся в живых. Потому что одного из них кое-что ещё держит в этой жизни.",
1320744,Холодный расчет,The Card Counter,2021,111.0,"триллер, драма, криминал","США, Великобритания, Китай, Швеция",,,18+,5.861,42223,Игрок в покер с тюремным прошлым получает шанс отомстить давнему врагу. Брутальная драма с Оскаром Айзеком,
1320654,Макс Фист,Archenemy,2020,90.0,"боевик, криминал","США, Великобритания",,,18+,5.25,6001,Супергерой без сверхспособностей и подросток противостоят наркодилеру. Драйвовый боевик с Джо Манганьелло,
1320623,Лакричная пицца,Licorice Pizza,2021,133.0,"драма, мелодрама, комедия","США, Канада",,,18+,6.986,60956,Амбициозный Гэри пытается покорить сердце взрослой подруги. Воздушное драмеди о любви в бунтарских 1970-х,
1320671,Бой Атбая,Бой Атбая,2019,133.0,драма,Казахстан,,,18+,5.72,2486,Уличный бандит участвует в боях с предрешенным результатом. Казахстанская драма о шансе начать новую жизнь,
1320583,20 лет с Джейми Оливером,20 Years of The Naked Chef: Jamie Bares All,2019,46.0,биография,Великобритания,,,12+,7.997,2802,"Погружение в мир британского шоумена. Откровенный док о поваре, изменившем кулинарные привычки миллионов",
1320548,Маленький воин,Маленький воин,2021,84.0,"семейный, комедия",Россия,,,6+,6.217,3101,"У Вити Касаткина необычное увлечение – он занимается японской борьбой сумо. Любовь к сумо привил ему отец, который ушел из семьи 8 лет назад и уехал в Японию. Много лет мальчик живет одной мечтой - попасть на юношеский турнир в Японии, в надежде, что отец увидит его, поймет, что был не прав, и вернется к ним.",
1320476,Микки 17,Mickey 17,2025,137.0,"фантастика, комедия, приключения",США,,,18+,6.745,115998,"Ему придётся умирать снова и снова, выполняя опасные задания. Сатирический сай-фай режиссёра «Паразитов»",
1320413,Аким,Аким,2019,110.0,комедия,Казахстан,,,12+,7.223,22265,Сын чиновника становится главой отдаленного поселка. Остросоциальная комедия от автора «Келинки Сабины»,
1320423,Граница: Таежный роман,Граница: Таежный роман,2000,126.0,"драма, мелодрама",Россия,,,18+,7.624,6196,"В гарнизоне проходят учения. Капитан Никита Голощекин командует. Его жена Марина выполняет обязанности военного врача. Она нравится всем. Но лейтенант Иван Столбов давно в нее влюблен, поэтому ему нравится быть «раненым» и слабым. Марина рассказывает подругам о том, что тоже не равнодушна к обаятельному лейтенанту. Но скоро Марина с Иваном станут героями настоящего детектива...",
1320368,Побочный эффект,Побочный эффект,2020,93.0,ужасы,Россия,,,16+,5.331,6642,"Андрей заключает сделку с ведьмой, чтобы спасти свой брак. Психоделический хоррор с Александрой Ревенко",
1319994,Сирийская соната,Сирийская соната,2022,104.0,"мелодрама, военный",Россия,,,16+,5.503,3480,"В центре сюжета история двух людей. Он – дирижер знаменитого симфонического оркестра, выступающего с концертом на российской военной базе. Она – журналист, приехавшая сделать репортаж с места событий. С первых минут знакомства между ними вспыхивают чувства, но их первый романтический вечер в далекой чужой стране становится единственным и полностью меняет их жизнь. Гостиницу захватывают террористы. За главными героями начинается настоящая охота. Единственной надеждой на спасение становится бывший муж журналистки. Только вот у не так давно расставшихся супругов - жесткий и неразрешимый конфликт. Теперь судьба героев оказывается в руках того, кто всегда мечтал отомстить.",
1320002,МаскЕрад,МаскЕрад,2023,109.0,"мелодрама, триллер",Россия,,,18+,5.684,4509,Карточный шулер подозревает в измене жену с безупречной репутацией. Смелая экранизация драмы Лермонтова,
1320005,Лекарство для Веры,Лекарство для Веры,2021,98.0,драма,Беларусь,,,12+,7.639,38619,"Священник становится дальнобойщиком, чтобы заработать на лечение жены. Духоподъемная белорусская притча о вере",
1320004,"Где ты, Адам?","Где ты, Адам?",2019,80.0,документальный,Украина,,,6+,7.988,4239,"Древний монастырь Дохиар на западном побережье горы Афон в Эгейском море отдан в исключительное пользование монахам восточного христианства. Образы природы вплетаются в практически непрерывную череду труда и молитвы, выстраиваясь в ритмическую взаимосвязь человека и природы. Приглашая создателей фильма в свою среду, монахи надеются пробудить в каждом зрителе память о своем воскресении.",
1319562,Свидание с Эмбер,Dating Amber,2020,92.0,"драма, мелодрама, комедия","Ирландия, Франция, США",,,18+,6.88,1002,"Эдди и Эмбер объединяет несколько вещей: они ходят в одну школу, не вписываются в коллектив и скрывают свою ориентацию. В попытке прекратить гомофобные издевательства они решают разыграть любовный спектакль.",
1319157,Гипнотик,Hypnotic,2023,93.0,"боевик, триллер, детектив, фантастика","США, Великобритания, Канада",,,18+,6.76,99761,"Коп ведёт охоту на гипнотизёра, чтобы раскрыть тайну похищения своей дочери. Сай-фай-триллер с Беном Аффлеком",
1319100,Фрагменты женщины,Pieces of a Woman,2020,126.0,драма,"Канада, Венгрия, США",,,18+,6.937,8371,"Молодая мать потеряла ребёнка в результате осложнений во время родов. Она пытается справиться с горем, попутно разбираясь в сложных отношениях с мужем и матерью.",
1319093,Сорвать куш,Paydirt,2020,81.0,"триллер, криминал",США,,,18+,5.848,4326,Бандит Дэмиан ищет спрятанные миллионы. Но не только он хочет их найти. Брутальный боевик с Вэлом Килмером,
1319046,Страна чудес Вилли,Willy's Wonderland,2020,88.0,"ужасы, комедия",США,,,18+,6.403,66844,В заброшенном семейном ресторане оживают аниматроники. Комедийный треш-хоррор с молчаливым Николасом Кейджем,
1318972,Гнев человеческий,Wrath of Man,2021,119.0,"боевик, триллер","Великобритания, США",,,18+,7.715,1760405,"Хладнокровный Эйч идет по следу грабителей, убивших его сына. Джейсон Стэйтем в брутальном боевике Гая Ричи",
1318989,На месте принцессы: Новая жизнь,The Princess Switch: Switched Again,2020,96.0,"мелодрама, комедия",США,,,,5.968,6877,"Когда герцогиня Маргарет неожиданно наследует трон Монтенаро, только ее двойник Стейси может спасти ее отношения с Кевином. Вот только еще одна их двойняшка, тусовщица Фиона, может разрушить все их планы.",
1318952,Следующий гол – победный,Next Goal Wins,2022,104.0,"комедия, драма, спорт","Великобритания, США, Новая Зеландия",,,,6.54,3443,"Футбольный тренер Томас Ронген приезжает в Американское Самоа, чтобы подготовить местную команду к отборочному циклу чемпионата мира.",
1318936,Хартс,Хартс,2021,80.0,триллер,Россия,,,18+,4.654,2105,"Врач предсказывает пандемию, которую он уже пережил в прошлом. Триллер о вирусе, превращающем кошмары в жизнь",
1318885,Коп на драйве,30 jours max,2020,87.0,"комедия, криминал",Франция,,,18+,6.402,37237,"Узнав о смертельном диагнозе, коп-неудачник решает стать героем. Французская комедия со звездами «Superняня»",
1318929,Любовь – как букет цветов,Hanataba mitaina koi o shita,2021,124.0,"мелодрама, драма",Япония,,,,7.805,1128,"Студенты Кину и Муги познакомились в 2015 году, когда оба опоздали на последнюю электричку. Чтобы скоротать время, ребята отправляются в кафе и выясняют, что их вкусы совпадают практически во всём — в кино, литературе, музыке, и даже обувь они носят одинаковую. Так начинается их роман длиной в пять лет.",
1318882,Пушпа,Pushpa: The Rise - Part 1,2021,179.0,"боевик, триллер, драма, криминал",Индия,,,16+,7.277,2271,"Обычному рабочему удается преуспеть, трудясь в контрабандистском синдикате, но его восхождение по карьерной лестнице приводит в бешенство власть имущих.",
1318888,Двойная петля,Devotion,2022,139.0,"боевик, драма, военный, история",США,,,16+,6.076,4338,Во время боевого задания одного из лётчиков подбивают над вражеской территорией. Командование не видит необходимости в спасательной операции. Перед летчиком встает выбор — выполнять приказ или попытаться спасти напарника.,
1318868,Человек-муравей и Оса: Квантомания,Ant-Man and the Wasp: Quantumania,2023,124.0,"фантастика, боевик, комедия, приключения",США,,,,5.984,72414,"О приключениях бывшего мелкого преступника Скотта Лэнга, ставшего обладателем костюма, позволяющего уменьшаться и увеличиваться в размерах. Вместе с напарницей Хоуп ван Дайн, дочерью известного физика и энтомолога Хэнка Пима, разработавшего костюм человека-муравья, Скотт вновь спасает мир от угрозы.",
1318866,Астерикс и Обеликс: Поднебесная,Astérix & Obélix: L'Empire du Milieu,2023,112.0,"комедия, приключения, семейный","Франция, Бельгия",,,,5.476,17435,"50 год до н. э. В Китае происходит переворот, из-за чего единственная дочь императора бежит в Галлию и просит Астерикса и Обеликса помочь освободить её страну. Они отправляются в Китай, не подозревая, что туда же движется и Юлий Цезарь.",
1317850,Супернова,Supernova,2020,93.0,"драма, мелодрама",Великобритания,,,18+,6.709,9670,Сэм и Таскер отправляются в последнее совместное путешествие. Колин Ферт и Стэнли Туччи в пронзительной драме,
1316979,Проект: Время назад,The Desert Project,2020,95.0,"фантастика, триллер, комедия",США,,,18+,5.161,10185,"Молодые киношники попадают во временную петлю. Фантастический триллер, снятый российским режиссером в США",
1316625,Грязные миллионы,Boiseu,2021,109.0,"боевик, триллер, криминал, детектив",Корея Южная,,,18+,7.122,21750,"Бывший коп, потеряв накопления, внедряется в криминальную сеть. Корейский триллер о телефонном мошенничестве",
1316633,Невидимка Сью,Invisible Sue,2018,96.0,"фэнтези, приключения, семейный","Германия, Люксембург",,,6+,6.974,24781,Вместе с суперсилой в жизнь Сью приходят взрослые проблемы — ее маму похищают. Фэнтези о юной супергероине,
1316548,С закрытыми окнами,С закрытыми окнами,2019,114.0,"биография, документальный",Россия,,,18+,8.181,44924,"Децл, пейджер, MTV. Документальный фильм о главной российской звезде хип-хопа начала 2000-х",
1316549,Черный черный человек,Черный черный человек,2018,131.0,"драма, криминал","Казахстан, Франция",,,18+,7.048,11268,Следователь и журналистка ищут серийного убийцу. Казахско-французская драма с отличными актерскими работами,
1316277,Тролль,Troll,2022,101.0,"фэнтези, боевик",Норвегия,,,,5.793,11129,"Во время строительства горной железной дороги рабочие потревожили гигантского тролля, который начинает сеять вокруг хаос и разрушения.",
1314927,Вторжение в эфир,Broadcast Signal Intrusion,2021,104.0,ужасы,США,,,18+,5.532,1372,"Конец 1990-х. Архивист видео наталкивается на несколько эфирных записей и постепенно теряет рассудок, пытаясь раскрыть их страшную тайну.",
1314715,Бездомный с киноаппаратом,Бездомный с киноаппаратом,2023,77.0,"документальный, комедия, драма",Россия,,,18+,7.775,1998,"За свою карьеру Игорь Коновалов снял 79 полнометражных фильмов. Пять лет назад он продал свою квартиру и все деньги вложил в кино, которое не принесло ему ни копейки. Сейчас Игорь бездомный, но даже оказавшись в такой жизненной ситуации не отступает от мечты заниматься кинопроизводством. Неповторимый авторский стиль фильмов Игоря в том, что сюжет чаще всего нелогичен, актёры нелепы, а оператор снимет скорее ножки актрисы, чем драматичный момент. Но эти фильмы искренние, живые и незаслуженно обделенные зрительским вниманием. 

Что движет таким человеком: безумие или любовь к своему делу? Авторы фильма попытаются узнать.",
1314719,Номер один,Номер один,2020,92.0,комедия,Россия,,,12+,4.897,3946,"Артем, молодой авантюрист, встречает Феликса — некогда легендарного похитителя предметов искусства, которого называли «Номер один». «Старая школа» и новичок решают провернуть аферу века – украсть одну из самых дорогих картин современности – «№ 1» Марка Ротко из галереи, принадлежащей бывшей жене Феликса и ее нового мужа. Волей случая Артем знакомится с Мариной и влюбляется в нее. А она оказывается следователем и очень хочет поймать Феликса с поличным.",
1314617,Кровь полицейского,Gyenggwanui pi,2022,119.0,"детектив, криминал",Корея Южная,,,18+,6.467,1316,"Молодой потомственный полицейский Чхве Мин-джэ принципиален настолько, что даёт показания против превысившего полномочия коллеги. После этого парень получает предложение отдела внутренних расследований внедриться в команду заслуженного следователя Пак Кан-юна. Тот ставит показатели раскрываемости и задержаний превыше всего, считает, что цель оправдывает средства, и самое подозрительное — живёт явно не на зарплату простого полицейского.",
1313735,В пасти океана,Great White,2020,91.0,ужасы,"Австралия, США, Великобритания",,,18+,5.774,44531,"Акулы-людоеды окружают лодку с застрявшими в океане туристами. Триллер о путешествии, обернувшемся кошмаром",
1313593,Бывшая,Бывшая,2021,87.0,ужасы,Россия,,,18+,5.75,39373,Дух мёртвой девушки лишает покоя счастливую пару. Вера Кинчева в хорроре продюсеров «Невесты»,
1313662,Патруль: По законам улиц,Shorta,2020,108.0,"боевик, триллер, драма, криминал",Дания,,,,6.187,2503,"Полицейские Йенс и Майк патрулируют гетто Свалегордена, когда получают сообщение о смерти Талиба Бен Хасси в полицейском участке. Банды гетто уверены, что Талиба убили полицейские при допросе, они жаждут мести и начинают массовые беспорядки. Йенс и Майк буквально оказываются в осаде и теперь вынуждены противостоять многократно превосходящим силам.",
1313591,Ржев,Ржев,2019,113.0,"военный, драма, история",Россия,,,12+,7.219,139673,Бойцы должны отстоять маленькую деревню подо Ржевом. Мощная военная драма по повести Вячеслава Кондратьева,
1313587,Любовь и монстры,Любовь и монстры,2020,85.0,"комедия, ужасы",Россия,,,16+,4.938,10285,Спиртное помогает беззаботному туристу победить чудовищ на курорте. Чёрная комедия с Романом Курцыным,
1313568,Прощание со Сталиным,State Funeral,2019,135.0,"документальный, история","Нидерланды, Литва",,,18+,7.321,5622,"Архивная хроника похорон Иосифа Сталина, смонтированная одним из лучших документалистов мира Сергеем Лозницей",
1313572,Монте-Кристо. Мюзикл,Монте-Кристо. Мюзикл,2019,132.0,"мюзикл, мелодрама",Россия,,,12+,9.041,1179,"Киноверсия легендарного московского мюзикла «Монте-Кристо». Это знаменитый российский мюзикл-хит, рекордсмен по продолжительности театрального проката, в котором зрителя ждут звёздный состав актеров, потрясающие голоса, красочные костюмы и грандиозные декорации.",
1313399,Альфа-тест,The Alpha Test,2020,87.0,"ужасы, фантастика, триллер",США,,,,4.109,3610,"В простую семью, живущую за городом, привозят новый гаджет – «Домашний помощник Альфа». Но несносная хозяйка доводит робота до крайности и заставляет искусственный интеллект мстить и убивать.",
1313477,Битва на Шельде,De slag om de Schelde,2020,124.0,"военный, боевик, драма, история","Нидерланды, Литва, Бельгия",,,,6.547,2118,"Вторая мировая война. В битве на Шельде переплетаются судьбы пилота планера, солдата фашистской армии и невольной участницы Сопротивления.",
1313434,Тихое место. История М,M,2023,99.0,"ужасы, фантастика","Северная Македония, Хорватия",,,18+,6.173,21809,"Мальчик ищет маму в мире, уничтоженном неизвестным вирусом. Острая балканская антиутопия",
1313412,Туве,Tove,2020,103.0,"драма, биография","Финляндия, Швеция, Дания, Франция",,,18+,6.93,7690,Туве Янссон — в поисках свободы в творчестве и любви. Откровенный байопик создательницы мира муми-троллей,
1313300,"Моё сердце не будет биться, пока ты не прикажешь",My Heart Can't Beat Unless You Tell It To,2020,90.0,"ужасы, драма",США,,,18+,5.555,2591,"Дуайт и Джесси охотятся на людей, чтобы накормить брата с необычным заболеванием. Триллер о моральном выборе",
1313323,Невидимый мир,Un Monde,2020,72.0,драма,Бельгия,,,18+,6.524,2410,Первоклассница Нора пытается защитить старшего брата от школьной травли. Драма о детской жестокости,
1313196,Голубой байу,Blue Bayou,2021,117.0,драма,"США, Канада",,,18+,7.646,12610,"Антонио грозит депортация, но ему некуда возвращаться. Пронзительная драма о бессилии человека перед системой",
1313198,Варяг,The Northman,2022,137.0,"фэнтези, боевик, драма",США,,,18+,6.615,103968,"Он не остановится ни перед чем, чтобы вернуть себе трон. Визионерский эпос Роберта Эггерса с суперзвёздами",
1313255,Время между нами,Press Play,2022,85.0,"фантастика, мелодрама, музыка",США,,,18+,7.178,49572,Лора путешествует в прошлое с помощью любимой музыки. Фантастическая мелодрама от создателей «Виноваты звезды»,
1313244,После меня,De son vivant,2021,122.0,драма,"Франция, Бельгия",,,18+,7.788,18013,Смертельно больной Бенжамен пытается принять неизбежное. Душераздирающая драма с Катрин Денёв в роли матери,
1313238,В ловушке,Locked In,2021,90.0,"триллер, драма, криминал",США,,,18+,5.912,9949,Работница склада и ее дочь оказываются в плену у грабителей. Мена Сувари в триллере о силе материнской любви,
1313205,Дичь,Freaky,2020,102.0,"ужасы, комедия, фэнтези",США,,,18+,6.051,38808,Школьница и серийный убийца на сутки меняются телами. Комедийный слэшер от создателей «Счастливого дня смерти»,
1313203,Заложники Марса,Settlers,2020,103.0,"фантастика, триллер, драма","Великобритания, ЮАР",,,18+,5.358,21092,Спокойной жизни поселенцев на Марсе угрожают агрессоры. Атмосферный сай-фай о поиске человечности и надежде,
1312918,Оборотень,The Wolf of Snow Hollow,2020,85.0,"ужасы, комедия, детектив",США,,,18+,5.648,5702,"В живописном городке штата Юта у подножия горного хребта Уосатч происходит ужасающее убийство туристки. За расследование берется шериф Маршалл — нервный мужчина с проблемами управления гневом и алкоголик в завязке, переживающий из-за недавнего развода. Когда находят ещё одно растерзанное тело, шериф решает, что в городе завелся серийный убийца, но его помощник уверен, что это дело лап оборотня, ведь оба убийства произошли в полнолуние.",
1312839,Хороший доктор,Docteur?,2019,90.0,комедия,Франция,,,18+,7.273,68652,Врач-алкоголик с больной спиной просит курьера поработать за него. Рождественская комедия с Мишелем Бланом,
1312825,Земля сыновей,La terra dei figli,2021,120.0,"фантастика, драма","Италия, Франция",,,18+,5.9,8688,"Неграмотный мальчик ищет того, кто расшифрует записи в дневнике отца. Фантастическая драма режиссера «Гоморры»",
1312838,Один дома,Home Sweet Home Alone,2021,93.0,"комедия, криминал, семейный",США,,,,2.937,11704,"Маленький Макс остался дома один, когда вся его семья уехала на каникулы в Японию. И именно в этот момент парочка грабителей решает выкрасть из его дома фамильную реликвию. Макс решает защищать семейную собственность любой ценой.",
1312767,Малышка,Sweet Girl,2021,110.0,"боевик, триллер, драма",США,,,16+,5.57,11671,"Жена Рэя Купера тяжело больна. Препарат, который может ее спасти, внезапно перестают выпускать, и женщина умирает. Рэй решает отомстить фармацевтической компании.",
1312668,Облака,Clouds,2020,121.0,"драма, биография, музыка",США,,,,6.86,4738,"17-летнему парню диагностируют редкий рак костей. За несколько месяцев до смерти он влюбляется в девушку Эми и, несмотря на окружающую его грусть, находит в себе силы написать песню, чтобы отблагодарить всех своих друзей и близких.",
1312554,Мания,The Novice,2021,97.0,"спорт, драма",США,,,18+,6.268,6331,Амбициозная студентка одержима победой в гонках по гребле. Глубокая драма о маниакальной страсти к лидерству,
1312166,Кандиша: Демон мести,Kandisha,2020,85.0,ужасы,Франция,,,18+,5.611,24822,Пережившая нападение девушка призывает дух безжалостной мстительницы. Французский хоррор о круговороте насилия,
1312167,Я люблю тебя,Я люблю тебя,2019,80.0,мелодрама,Казахстан,,,,6.693,1975,"Фильм про любовь подпольного боксера и начинающей певицы. После случайного знакомства на улице их жизни перестают быть прежними. Но на пути к их счастью стоит властная мать Сары, у которой свои планы на будущее дочери.",
1312073,Парамедик,El practicante,2020,94.0,"триллер, драма, криминал",Испания,,,18+,5.594,7014,"Анхель работает в скорой помощи. После того, как он попадает в автомобильную аварию и оказывается прикован к инвалидному креслу, он начинает страдать от усиливающейся паранойи. Одержимый мыслью, что любимая девушка ему изменяет, Анхель решает превратить её жизнь в ад.",
1311843,Соседи сверху,Sentimental,2020,82.0,"комедия, драма",Испания,,,18+,6.724,39864,Ужин двух пар превращается в сеанс семейной психотерапии. Откровенная разговорная комедия о сексе и не только,
1311855,Ноктюрн,Nocturne,2020,90.0,"триллер, ужасы",США,,,,5.827,2945,"Двойняшки Джульет и Вивиан учатся в выпускном классе музыкальной академии. Вивиан во всём превосходит сестру, и её ждёт лучшее музыкальное училище, а Джульет принимает таблетки от тревожности и с поступлением ещё не определилась. Она случайно находит записную книжку недавно покончившей с собой скрипачки и теперь чувствует в себе силы соревноваться с сестрой в исполнении самых сложных произведений.",
1311853,Спасатели Малибу: Новая волна,Malibu Rescue: The Next Wave,2020,68.0,семейный,США,,,,4.683,1271,"Внимание всей планеты обращено на пляжи Малибу в Южной Калифорнии, где происходит международный чемпионат спасателей среди юниоров. Тайлеру, Дилану, Эрику, Лиззи и Джине приходится представлять свою страну в самом экстремальном в мире соревновании спасателей. ",
1311768,Небеременная,Unpregnant,2020,103.0,"драма, комедия",США,,,18+,6.787,7568,"Школьница едет в другой штат, чтобы сделать аборт и разобраться в себе. Комедия по молодежному бестселлеру",
1311794,Праздник к нам приходит,It's Beginning to Look a Lot Like Christmas,2019,83.0,"мелодрама, комедия",США,,,18+,6.309,2365,Для победы в конкурсе мэр Сара должна обойти своего давнего конкурента. Рождественский батл двух городов,
1311783,Проклятие дома с призраками,The Creeping,2022,94.0,ужасы,Великобритания,,,18+,5.2,4806,"Анна подозревает, что в старом доме обитает дух покойного дедушки. Инди-хоррор о страшных семейных секретах",
1311466,CODA: Ребенок глухих родителей,CODA,2020,111.0,"драма, комедия, музыка","Франция, Канада, США",,,,8.011,55283,"Глостер, штат Массачусетс. Семья глухих ведет рыболовный бизнес. 17-летняя Руби — единственный слышащий член семьи — помогает глухим родителям и брату в рыбной ловле. В школе она присоединяется к местному хору, где понимает, что любит петь. Руководитель хора убеждает её подумать о музыкальной школе, и теперь девушка вынуждена выбирать между семьей и новой мечтой.",
1311545,"Сдохнуть нужно, чтоб вы приехали","Сдохнуть нужно, чтоб вы приехали",2021,96.0,"комедия, драма",Россия,,,18+,5.438,1769,"На Землю летит комета, которая уничтожит всё живое. Отец, мать и двое сыновей впервые за долгое время собираются вместе — им предстоит заново познакомиться друг с другом.",
1311544,Герда,Герда,2021,116.0,драма,Россия,,,18+,5.755,66970,Студентка работает стриптизершей и ищет спасения в мире снов. Приз фестиваля в Локарно за лучшую женскую роль,
1311358,Любовь гарантирована,"Love, Guaranteed",2020,90.0,"мелодрама, комедия",США,,,,6.08,3272,"Адвокат Сьюзан привыкла не брать деньги за свои услуги. Но, чтобы спасти свою фирму от банкротства, она неохотно соглашается на высокооплачиваемую работу. Ей нужно помочь Нику, который судится с авторами сайта знакомств, обещавшими гарантированную любовь. Во время судебного процесса между Сьюзан и Ником завязываются отношения, которые могут всё разрушить.",
1311458,Стилистка,The Stylist,2020,105.0,"ужасы, драма",США,,,18+,5.315,1604,"Клэр работает в парикмахерской и пользуется служебным положением, чтобы опаивать ничего не подозревающих посетительниц, а затем снимать с них скальпы. Свои трофеи девушка любовно расставляет в подвале собственного дома и, примеряя их, воображает себя другим человеком. Однажды постоянная клиентка Оливия просит Клэр уложить ей волосы к свадьбе и зовёт в гости. Так завязывается странная дружба между замкнутой Клэр и общительной Оливией.",
1311129,Воздух,Воздух,2023,151.0,"военный, драма, история",Россия,,,18+,6.862,375210,Молодые летчицы защищают небо над блокадным Ленинградом. Пронзительный блокбастер Алексея Германа-мл.,
1311235,Сила грома,Thunder Force,2021,105.0,"фантастика, комедия, боевик",США,,,12+,4.881,16575,"В марте 1983 года Землю поразил пучок космических лучей, в результате чего некоторые люди обрели суперспособности. Из-за непонятной генетической мутации этими счастливчиками оказались граждане с явными социопатическими наклонностями. Их стали называть Злодеями. Через несколько лет две ученицы средней школы становятся лучшими подругами. У умненькой Эмили от рук Злодеев погибли родители, и девочка поклялась найти способ самой обрести сверхспособности, а весёлую и смелую Лидию ничего особенно не заботило. Поссорившись, подруги перестали общаться, но через 30 лет им суждено встретиться вновь. Лидия приходит в лабораторию Эмили и случайно получает дозу экспериментального вещества — так она становится обладательницей суперсилы.",
1311245,Приказ «Уничтожить»,Приказ «Уничтожить»,2019,97.0,"военный, история",Россия,,,,5.638,2498,"Великая Отечественная война. Группа диверсантов получает особое задание — проникнуть на оккупированную немцами территорию, чтобы найти и уничтожить оставленное там во время отступления Красной Армии секретное оружие.",
1311130,Продукты 24,Convenience store,2022,106.0,"драма, криминал","Россия, Словения, Турция",,,18+,5.935,13306,"Узбекская мигрантка попадает в трудовое рабство в Москве. Острая драма по реальной истории, приз Берлинале",
1311137,На Луне,На Луне,2019,99.0,"приключения, триллер",Россия,,,18+,7.188,260453,Чиновник отправляет провинившегося блудного сына в глушь на перевоспитание. Драма в духе «Текста» и «Холопа»,
1311060,Очень женские истории,Очень женские истории,2020,100.0,"мелодрама, комедия",Россия,,,18+,5.808,19201,Искренние истории о женском счастье — простом и не очень. Альманах современных режиссеров со звездным кастом,
